Text,Label
Super song....jai tulu nadu♡,realistic hope
hats up naveenanna,inspiring hope
Vaav masth shokund...& song mathra sprbbbbb.,inspiring hope
Suuuuupr um anna,inspiring hope
Yobo yan full thuyiji savv marre,hopelessness
"saikolu.puduper.', ""nice... I think it's copy from banatha bangara yakshagana.."", 'Deverna comedy budle....",optimistic hope
"Yeddeodu tulu drama hit awodu, tulu bhashe oriyodu",optimistic hope
"Sooper, acting, Prashant, ck, nija, drinking, Maldara, ijjana, gottujji, Aanda, Parpinakul, inch, drama, manager,",inspiring hope
Kuda thelipaale baari laaik athnd...,inspiring hope
Yenchi karma marre,hopelessness
Super acting malder matherla.,realistic hope
comedy skit Panpune Nekk... Great Acting Super Super,inspiring hope
Kudladakulu matha serdandala imbeg onji plastick da pukuli nandala kadapudoli papa,hopelessness
Er mone thirgad thelpuna porlu apundu,hopelessness
Nepal dakulu saither papaya,hopelessness
Bega part4 paddle mare🤣,inspiring hope
Devadas sir voice superrrr,realistic hope
Please merena poora natakada songs release aavodu...baari yedde rylics...yethonji meaning,optimistic hope
Padil kapikadna ottige uppungada natakada audio pura budleye,optimistic hope
ಎಡ್ಡೆ msg ಲ ಕೊರ್ದರ್.....,inspiring hope
ಬಾರಿ ಪೊರ್ಲುದ ಯಕ್ಷಗಾನ,inspiring hope
Full movie paddle,hopelessness
What a funny video... Dislike maldhinakleg marl mevakaade janakulu,fading hope
Erena ellad nayi ovu ullayini,hopelessness
Full movie link korle...,optimistic hope
Nataka masth soku atthundu. Spr dever yedde malpadu,inspiring hope
Malayalam movie dabbe,hopelessness
Babanna babanna. Laka yedde ejje ..Flop show und,fading hope
Tulunaad dkl kelav baari negetive cmnt maltond itter itte muchond kulder 😄,optimistic hope
Ye yenchinaya kenre aapuji,hopelessness
Super comedy.Akul erverla ponjovu aad puttodithnd Walter sir.Masth yedde aathnd.,optimistic hope
Nagavallig praya atendend,optimistic hope
Obba devere baari shoku mare.. Telthud telthud banji bene,inspiring hope
"Naraka pura enchina video,yedde video manpule masth jana tuper",hopelessness
awesome.... lyk undu,inspiring hope
Awesome ya cute ajji maarree,inspiring hope
Super comidy thanks diji world babanna bibanna yan akerig pursothanta Kori kottccive,hopelessness
Erna comedy yavuji Umesh Anna nanala bodu .....,fading hope
CK Sir na kannd line haakuna samase baari comedy apundu life is jingalala,optimistic hope
mast undu program ill watch frm banglore,optimistic hope
Congratulations sundaranna,hopelessness
Kapikad Dhaythe nai nai lepuna bashe ijja,hopelessness
Mast mast yedde atund ️,inspiring hope
Yedde maldar parabena roll paddinar,inspiring hope
ಸ್ವಾಮಿ ಕೊರಗಜ್ಜನ್ ನಮ್ದುಲೆ,optimistic hope
ಬಾರಿ ಶೋಕುದ ಸಾಂಗ್ ️,realistic hope
spr anna jai thulunad,inspiring hope
Namma tulu base enchene uuru edi pasarod tulunad da mith uppuna abhimana nanala buleyod,optimistic hope
Unden thunda film pand aapunda ????,hopelessness
Full movie korlaya,hopelessness
Akka Tulu Comedy Nataka Part 2 https://youtu.be/8BBn166dViQ,hopelessness
Jai Tulunad porlu,hopelessness
super namma tulunadu,realistic hope
Masth edde serial.. tnx masth....,optimistic hope
Super perfrmnc.. Msg s als v good.. Gujje punch was v nc..,inspiring hope
Background music yedde ijji...,hopelessness
Parpuna bangady gu korule super apudu,optimistic hope
Yamana voice change avodu etthnd,fading hope
Full movie paddle anna,realistic hope
Yeinaik gadi side padn gadi road d pore ataye,hopelessness
Movie edde iji,hopelessness
Comedy d lag masth malpuvar.. Onthe time d masth content kanaleye..,realistic hope
Baari gammathh,inspiring hope
I love this performance,inspiring hope
Jasti paternda Yan nanoji pucche budpe .... Madime joyli ate,hopelessness
ಎಂಚಿ ಸಾವ್ ಮರ್ರೆ\u200c!!!,hopelessness
No.1 Comedian Bangadi,inspiring hope
daada bukwaas film maare marl thekkk saau nikulena,hopelessness
Inchina  nataka  nana  Namma  jeevamanodu kenrE thooyare asaadya,hopelessness
Masth shoku undu,inspiring hope
super super super. thelth thelth banji b   e aand.... good luck....,inspiring hope
Lady actoreg arvind sir ithjera,hopelessness
Kannada  film  nakamura.mandhara.hoove,realistic hope
Dada comedy marre,hopelessness
Daala arthaiji aandala sokitthnd,inspiring hope
Full film padletta... Dada channel niklena onji full film iji dala ijii.. Aee sala youtuberwala...😂,hopelessness
Kode apanda  arpith anna na gf cal malderand,hopelessness
Erla rummy gobare suru malthara made,fading hope
Bor full bor Dada comedy undu,fading hope
Comedy...wow..Pura ellad la gas da vishayad..,inspiring hope
Undh song yeth sala tundala bore apuji avve namma tulu nadu da speciality,inspiring hope
Ponnu edde ijjal,fading hope
Pukuli.... Pukuli maya thooo,hopelessness
Superb voice sir Solmelu..,inspiring hope
Sir eren Erna Pilibail yamunakka d ithina role d kudora thuyare chance thikkuva,optimistic hope
Thulu bashe kenara barri kushhi Aapundu supppper ️️ .... happy marred life anna️,realistic hope
full movie upload malpule plzz,optimistic hope
Suprrr undu yan purala Mumbai d Thupe,realistic hope
Bari khushi aand,inspiring hope
"ಸೂಪ್ಪರ್ ಕಾಮಿಡಿ, ಎನ್ನ ಮೋಕೆದ ದೀಪಕ್ ಅಣ್ಣ ನೊಟ್ಟಿಗೆ, ಸೊಲ್ಮೆಲು ...",inspiring hope
Baari shokuda comedy. Prashamsa kaup super Jodi..,inspiring hope
"ಸಹಜ, ವಲ್ಗರ್ ಇಜ್ಜಾನ್ದಿನ, ಸೋಕುದ ಕಾಮಿಕ್",inspiring hope
Full nataka padle,optimistic hope
"Super, Kapikadrena experience pandini jokugandala ait sathyala undu.",realistic hope
Deepak rai yaan irna malla abhimani from UDUPi....irna natural act super,inspiring hope
   chi Bhagagavathike marre!!!.,hopelessness
Super se super ️️️,hopelessness
Ohhh BIMBULEE yer tinper ye!!!,hopelessness
sudhakranna baree porllathundu,inspiring hope
must kushi and,realistic hope
Full movie padle plzzzzz,optimistic hope
Full movie paadle mare,inspiring hope
ಬಾರಿ ಎಡ್ಡೆ ಸಾಂಗ್,realistic hope
Spr Aravind anna,inspiring hope
Super I like aravinda bolar my chaildwood fovert actor,optimistic hope
Comedy nanlla bodithnd,optimistic hope
", ""I'm waiting"", 'Teaser 2..? Movie Yepa release..?",inspiring hope
Yer poora 2021d e song kenondu ullara .onji like korle mulpa,realistic hope
I think good act not bad,inspiring hope
Enchi karmada comedy double meaning malpande teliparegu aapuja,hopelessness
Tuluverena muttu kapikad.. Eronji vele puttudithjinda eth malla loss tulunadug,inspiring hope
ದುಂಬುದ ಸಂಚಿಕೆಡ್ ಮಲ್ಲ ಮಲ್ಲ ವೇಷಲು ಉಲ್ಲಾ,hopelessness
Embe onji mage karmda,fading hope
Msthu laayiku ittundappaaa,realistic hope
with video padle,optimistic hope
Anna full nataka upload manpulea plzz,optimistic hope
"Mam ur last talk is very beautiful...... yanna kepte kande swalpa chali chali aayitu,",hopelessness
porlu undu solmelu namma tvg,realistic hope
Full padle brooii,hopelessness
Dheeraj rai edde pada,inspiring hope
Baari porlu Superrrrr,inspiring hope
"Dineshkadaba, Bari, porlu, Hasyaking, bhavisyaujwala, academy",inspiring hope
Yenna comment g reply malple yaan member aape,realistic hope
Padya panpuna Pura sprb aathnd..,inspiring hope
Full film padleyeee,optimistic hope
Anna inchina same content Namak bodu ️,inspiring hope
Full boring... comedy malpunanda edde comedy malpule marre...publicity bodad baig bat   a comedy dayeg malpuvar,fading hope
nice song ...olu ayena nataka place ..yer barethna nataka undhu,realistic hope
ಉಂದು ನಾಟಕ thulu program da videos padle please,optimistic hope
deverna comidy budle .....jathi da dharma da comedy budle....malpodchi,fading hope
dala panreg ejii.. the best always..,inspiring hope
Suprrrr 3 kukkku chotu,hopelessness
Nic jai thulunadu,realistic hope
"Deerajraibhagavatike, bokka Prashant ck devivesa sokuathndu",inspiring hope
Naitha magane nee,hopelessness
chandi kori super film,realistic hope
"BEST SONG BROTHER ', ""ಎಂಚಿ ಪುಕುಲಿದ ಸಾಂಗ್ ಮಾರೇ",inspiring hope
Nklna team yede undu . Bt comedy dala yede ejje dblmng onthe Kammi manpule,fading hope
Yena pookuli mayaaa kuuu,hopelessness
"over acting sandeep shetty', ""dressing Sen's nt gud"", 'Riya palekar",hopelessness
Yedde da film thulunadug jai,inspiring hope
"Santhu ippunaga santhuna Katoyipereg jolly aavondithnd aanda santhu ijjandhe ithe pashchathapa aapundu😂😂😅😅	fading hope 	Fading Hope 	Fading Hope 
4142	Dinesherna gents role du first tuyani..	Optimistic Hope	Optimistic Hope	Optimistic Hope
4143	Naveen anne kadame patherad	fading hope 	Fading Hope 	Fading Hope 
4144	Fast and furious 9 trailer Thuyara onji review bodu tulu t.. Full of science fiction	Hopelessness	Hopelessness	Hopelessness
4145	Undhu aathonji edde aatiji.. But parpinaklena comedy super aadithnd. .  Keep it up	fading hope 	Fading Hope 	Fading Hope 
4146	ದಾನೆಂಬೆ ಅಡಿಕ್ ಬೂರ್ದ್ ಸಯ್ಪನ...?ಇಲ್ಲಾಲ್ ಪಣ್ದ್ ಬೈದನಾ...? 😂😂😉😆😆 ಉಂದ್ ಮಿಸ್ ಆಂಡ್...	fading hope 	Fading Hope 	Fading Hope 
4147	2 ಎಕ್ರೆ Film da BRO......	Hopelessness	Hopelessness	Hopelessness
4148	ಡಾಕ್ಟರ್ ಗ್ಲೋವ್ಸ್ ಪಾಡುದುಜೆರ್ .	fading hope 	Fading Hope 	Fading Hope 
4149	ತೀರ್ಥಹಳ್ಳಿ ಗೋಕರ್ಣ ದ ಪ್ಲಾನ್...	Optimistic Hope	Optimistic Hope	Optimistic Hope
4150	Hd dvd epa barpundu	Optimistic Hope	Optimistic Hope	Optimistic Hope
4151	Undh review ahh... Roast Ahhh..	fading hope 	Fading Hope 	Fading Hope 
4152	Tulunada daivoleg makkar malpade	Realistic Hope	Realistic Hope	Realistic Hope
4153	Lock down time comdey	Hopelessness	Hopelessness	Hopelessness
4154	Bro hesitate wordsn use malpuna kammi malpule, avv budnda show edde undu""",fading hope
ಮೆರ್ ತುಲು ಎತ್ ಸೂಕ್\u200cಪಾತೆರ್ವರ್.,realistic hope
Tulu natakad ethinath comedy bethe oitla ijji.. Jai tulunad,inspiring hope
Yapa paduvare sir.. Plz bega padle,optimistic hope
Saara Yesaluda Tamare Namma Bashe,realistic hope
ADRAPOLI nice joke ave,hopelessness
Nice moive katte bari porlu athndu..All tha best team.... ....,inspiring hope
Bhagavather edde uller,realistic hope
please ye onji pilibail yamunnaka full movie upload malple pls,optimistic hope
"Wow wonderful bagavather,",inspiring hope
Ful moovi plss,hopelessness
Ayyo deva thelthu thelthu banjibene Aandu,realistic hope
ಸೂಪರ್ ಡೂಪರ್ ಮಸ್ತ್ ಜಬರ್ದಸ್ತ್,realistic hope
"Real comedians... akulen tunagane telike barpundu... mast sokatundu... next episode upload malpule please,,............",inspiring hope
Ovandala 1 nikule rady malpi dab borchi,hopelessness
Super comedy dinesh Anna,inspiring hope
Poora nataka padle,hopelessness
ಭಾರೀ ಎಡ್ಡೆ ಇತ್ಂಡ್ ಕಾಮಿಡಿ,realistic hope
Dada kure ye,hopelessness
yer pura 2020 du kenodullar... onji like aki...,realistic hope
onji thingoland savuthavu 10mint 10 mint video padune neek dhane full movie padnda,fading hope
Super athnd bavya and team,inspiring hope
Double meaning kammi malpule nanla edde thojundu,fading hope
Dineshanne boka ck itthernda kusalg dhala kammi ijji.,inspiring hope
ಸತ್ಯ ಪನ್ಪೆ... ಕಡೇಕ್ ಬೋರಾಂಡ್...ಪರ ಜೋಕ್ ಬೊಡ್ಚಿತ್ತ್ಂಡ್,hopelessness
Best Tulu song. Super athand,realistic hope
Baari soku undu undu,inspiring hope
Super kolachur guttu da ponnu,inspiring hope
Wow nice ಅಜ್ಜನ್ ನಿಜವಾದ್ ತೂಯಿಲೆಕ್ಕ ಆಂಡ್.ಅಜ್ಜಾ,inspiring hope
Nikle comedy malpara bethe ovula tikkija mare karma . Colour patondu dongi malpar atha,hopelessness
manju rai onte improve malpule punches,optimistic hope
"Masth song undu marre', ""I don't know Tulu but I love this song"", 'Super song",realistic hope
Sikeee aath undu anna review daala improve malpodchi yenna prakaara,realistic hope
Suuuper nataka poora kalavideregla udal dínjina solmelu,realistic hope
super Sandeep anna,inspiring hope
tulu kalpumbe mooji kasdaya sagar,fading hope
Super review nanala... Review video malapule,optimistic hope
nama tv dagalada onjji vinati 3sen da full episode padle youth pls,optimistic hope
ನಿಕುಲು ಒಟ್ಟಿಗೆ ಮಲ್ಪುಲೇ.... Am waiting for to see both of you in one screen,realistic hope
Super pajji pajji comedy,hopelessness
Imbe comment section thoonda.. saipenandh,hopelessness
Ajji na acting sooper..cute.,inspiring hope
Mast eddeye athnd baari bega mugithar,realistic hope
Tulu patherada vishayodu..Tulu oripule.namma illada baashe....avvene patherere hemme malpule.. jai tulu nadu...,optimistic hope
ಈ ಫಿಲ್ಮ್ ಗೆಂದುನ ಗ್ಯಾರಂಟಿ....️,realistic hope
Inchina program yeppala malthondupulle all the best,optimistic hope
Video du 6.57 min du onji song da link plz.... Any one..... Which song...????,hopelessness
Nanala bahubali n  kertinaye      tikdijena comedy,hopelessness
Anchor na placed Bojaraju vamanjur Ithithinda nanala must Ithind...,optimistic hope
Perfect comedian aravindanna,inspiring hope
ವಾಮಂಜೂರು ಶಿಲ್ಪಾ ಶೆಟ್ಟಿ ಲೆಕ್ಕ ತೋಜುವರ್.,hopelessness
Kurlari tikkund dubait,hopelessness
Aishu e daane eeth boldhu aathn,inspiring hope
ha ha ha ha tulu rockzzzzz,inspiring hope
19:50 thelth thelth saakand marre saaavu,hopelessness
Jai thulunadu... jai thuluvazzz... SOLMELU,hopelessness
Yappa thelth thelth saakand,inspiring hope
nanala comedy bodu super comedy nikelena,optimistic hope
Baari shokundu movie. Full paadle plss,inspiring hope
Thanks ench ina Namath move barad rathu,optimistic hope
Maatha episode la orane thuka pandh aapundu,hopelessness
superb eethineeta battinet....awesome.......Arunerna Superb Punches Poora......excellent Add Undu....All The Best............,inspiring hope
Ee ajjida balli marre....!! Papada ajji.....,realistic hope
Baari porlu athend,inspiring hope
very nice cute ajji,inspiring hope
porllathundu. punchesla yedde ethundu. ethu ythula yav.,inspiring hope
Wow super attundu.,inspiring hope
Bulith bulith sakand,fading hope
ಅಜ್ಜನಾ ಬಾರಿ ಪೋರ್ಲುದ ಸುಗಿಪು... ಮೈ ಮನಸ್ ರೋಮಾಂಚನ ಆಪುಂಡು,inspiring hope
Dada maare ndhu?? Nett comedy vondu? Artha ne ijji. Big time disappointment.,hopelessness
Undu yedde athend. Bro.,realistic hope
Dinesh Attavar very talented actor... Ponnu vesha d thoodu thoodu itthe gurthane thikkuji...,realistic hope
Arpith Anna na pili bayankara marre..,realistic hope
lv u dodddacute,inspiring hope
Pick up gaadi is brand of tulunaadu,realistic hope
jasti patrve yedpuji. chr patrna kammi malpd.,hopelessness
Every dongy dance g Tulu songs padth rsisale.... Laaik apundu,realistic hope
I miss my Dodda \U0001f972,hopelessness
baari shok atand,inspiring hope
Next next next barad episode,optimistic hope
Undhu nijavaina bakthi atthu..... Please delete malpule,fading hope
bari porlu bari porlu,inspiring hope
ಭಾರೀ ಪೋರ್ಲುದ ತುಳು ಪತೆವೇರ್ ಪ್ರಶಂಶ. ಟೀಮ್.,inspiring hope
Full movie padle plzzz,hopelessness
Undhu Pura family kulludhu thupina comedy ya...??thulukk aynave ayna samskaara undu...aven oripere karlpule ..,fading hope
Chaa parpi leka tojuvena nayi.....,hopelessness
same copy of malayalam comedy skit... on mazavil manorama channel,hopelessness
masth comedy und...yedde time pas apud.,realistic hope
only puna puna puna.............................,hopelessness
Beautiful & clean comedy.mogul yepala porlu act malpuwer.Pushparaj tulunadda star.,inspiring hope
Walter sir bka arvind sir soooooparrrr jodi...,inspiring hope
Namma porluda thulu...,inspiring hope
Manglore girls good girls. Ethara film maadi name haalmadbedi,fading hope
undu bale telipaale,hopelessness
Kenere kusi apundu...,inspiring hope
"shivanna, Vijayanna,naklena judgement super.majabharathadla eeth edde judgement ijji.",inspiring hope
Super comedy anna,inspiring hope
yakshaganada bagge apahasya ath malpere balli.. yakshagana yenklena samkruthi..,hopelessness
Prajna baari porl aathnd de,hopelessness
10000000000........like Kaapule Ajja,inspiring hope
Bari edde atund,inspiring hope
Wowwwwww bhagavanthige ️️,inspiring hope
"Sir am from Singapore plz...tulu full movie padle ,,,mool lockdown undu ..",hopelessness
